id,clean_feedback,valid_num,sentiment
913,office queue feel normal,1,neutral
914,staff explained procedure clearly,1,positive
915,approval got delayed,1,negative
916,waiting area feel okay,1,neutral
917,document processed smoothly,1,positive
918,help desk gave wrong info,1,negative
919,office visit went well,1,positive
920,timing feel average today,1,neutral
921,website chart load fast,1,positive
922,login page keep refreshing,1,negative
923,portal design feel normal,1,neutral
924,download button work fine,1,positive
925,otp arrived late,1,negative
926,header layout feel okay,1,neutral
927,profile sync completed,1,positive
928,search result inaccurate,1,negative
929,notification show clearly,1,positive
930,color contrast feel average,1,neutral
931,classroom smell fresh,1,positive
932,projector bulb flicker,1,negative
933,lab temperature feel normal,1,neutral
934,campus bench look clean,1,positive
935,water tap dripping,1,negative
936,hall spacing feel okay,1,neutral
937,common wash area neat,1,positive
938,door hinge broken,1,negative
939,study corner feel quiet,1,positive
940,entry gate feel average,1,neutral
941,found magazine easily,1,positive
942,shelf look messy,1,negative
943,reading silence feel normal,1,neutral
944,library staff supportive,1,positive
945,book return machine failed,1,negative
946,table height feel okay,1,neutral
947,reference desk helped,1,positive
948,barcode scanner slow,1,negative
949,study pod useful,1,positive
950,library lighting feel average,1,neutral
951,paneer wrap tasted great,1,positive
952,tea sugar,1,negative
953,breakfast line feel normal,1,neutral
954,fried snack crispy,1,positive
955,grilled sandwich burnt,1,negative
956,counter speed feel okay,1,neutral
957,fresh juice option good,1,positive
958,plate clean,1,negative
959,hot coffee nice,1,positive
960,dining noise feel average,1,neutral
961,extra example clarified concept,1,positive
962,recorded lecture missing slide,1,negative
963,group activity feel normal,1,neutral
964,weekly recap helped revision,1,positive
965,assignment instruction unclear,1,negative
966,study hour feel okay,1,neutral
967,faculty feedback useful,1,positive
968,online quiz crashed,1,negative
969,mock test boosted confidence,1,positive
970,class interaction feel average,1,neutral
971,staff accepted document,1,positive
972,office phone reachable,1,negative
973,help counter feel normal,1,neutral
974,guided patiently,1,positive
975,token number skipped,1,negative
976,office seating feel okay,1,neutral
977,request closed successfully,1,positive
978,form entry mistake,1,negative
979,process completed smoothly,1,positive
980,office mood feel average,1,neutral
981,website report generated,1,positive
982,page froze suddenly,1,negative
983,scroll speed feel normal,1,neutral
984,dashboard icon clear,1,positive
985,attachment opening,1,negative
986,sidebar feel okay,1,neutral
987,history tab useful,1,positive
988,auto logout happened,1,negative
989,homepage design nice,1,positive
990,text size feel average,1,neutral
991,lab equipment arranged well,1,positive
992,ceiling paint peeling,1,negative
993,workshop feel normal,1,neutral
994,outdoor seating look neat,1,positive
995,drain smell near block,1,negative
996,walkway width feel okay,1,neutral
997,notice board clean,1,positive
998,emergency light broken,1,negative
999,study hall feel peaceful,1,positive
1000,campus crowd feel average,1,neutral
1001,library quiet morning,1,positive
1002,canteen rice felt undercooked today,1,negative
1003,lecture easy follow,1,positive
1004,office staff guided properly,1,positive
1005,website login took longer usual,1,neutral
1006,classroom fan working properly,1,negative
1007,found required textbook quickly,1,positive
1008,samosa tasted fresh crispy,1,positive
1009,assignment explained clearly,1,positive
1010,wait long signature,1,negative
1011,portal layout look simple clean,1,positive
1012,water cooler functioning,1,negative
1013,reading area feel comfortable,1,positive
1014,curry spicy today,1,neutral
1015,doubt clearing session helpful,1,positive
1016,misplaced application form,1,negative
1017,website search feature work fine,1,positive
1018,washroom need better cleaning,1,negative
1019,library seating arrangement good,1,positive
1020,tea hot enough,1,negative
1021,faculty explained concept patiently,1,positive
1022,administration process feel slow,1,negative
1023,portal loaded without error,1,positive
1024,bench broken,1,negative
1025,reference book well arranged,1,positive
1026,snack tasted average today,1,neutral
1027,practice problem improved understanding,1,positive
1028,office closed working hour,1,negative
1029,website interface feel smooth,1,positive
1030,parking space feel limited,1,neutral
1031,library staff helpful,1,positive
1032,lunch portion small,1,negative
1033,class discussion engaging,1,positive
1034,processed request quickly,1,positive
1035,dashboard load quickly,1,positive
1036,projector clear,1,negative
1037,found journal easily today,1,positive
1038,juice tasted fresh,1,positive
1039,weekly test improved confidence,1,positive
1040,office response delayed,1,negative
1041,portal notification useful,1,positive
1042,classroom light flicker,1,negative
1043,library atmosphere feel peaceful,1,positive
1044,bread slightly dry,1,neutral
1045,extra revision class beneficial,1,positive
1046,staff answered rudely today,1,negative
1047,website saved data properly,1,positive
1048,lab equipment need maintenance,1,negative
1049,study table spacious,1,positive
1050,lunch tasted good today,1,positive
1051,note provided useful,1,positive
1052,queue moved slowly counter,1,negative
1053,portal work smoothly mobile,1,positive
1054,classroom feel warm afternoon,1,neutral
1055,library book good condition,1,positive
1056,sambar watery today,1,negative
1057,teacher clarified doubt clearly,1,positive
1058,document approval took long,1,negative
1059,website design look modern,1,positive
1060,restroom floor wet,1,negative
1061,library well maintained,1,positive
1062,snack counter crowded,1,neutral
1063,assignment instruction clear,1,positive
1064,lost previous record,1,negative
1065,portal performance improved recently,1,positive
1066,chair feel uncomfortable,1,negative
1067,found previous year paper easily,1,positive
1068,cold drink tasted flat,1,negative
1069,mock test helped preparation,1,positive
1070,office staff explained politely,1,positive
1071,search bar work quickly,1,positive
1072,ceiling visible crack,1,negative
1073,library feel calm evening,1,positive
1074,tea tasted average,1,neutral
1075,group study session productive,1,positive
1076,response time slower usual,1,neutral
1077,website rarely crash,1,positive
1078,water tap leaking,1,negative
1079,book issue counter efficient,1,positive
1080,food served cold today,1,negative
1081,faculty support encouraging,1,positive
1082,handled query properly,1,positive
1083,portal keep logged securely,1,positive
1084,ac noisy lab,1,negative
1085,library rule clearly displayed,1,positive
1086,meal option felt limited,1,neutral
1087,course material easy understand,1,positive
1088,office seemed understaffed,1,neutral
1089,website easy navigate,1,positive
1090,floor tile loose near stair,1,negative
1091,reading zone feel organized,1,positive
1092,lunch combo satisfying,1,positive
1093,extra practice sheet helped lot,1,positive
1094,delayed issuing id card,1,negative
1095,fee receipt downloaded quickly,1,positive
1096,corridor lighting dim,1,neutral
1097,library staff guided well,1,positive
1098,evening snack tasty,1,positive
1099,concept explanation clear,1,positive
1100,office closed earlier expected,1,negative
1101,website load without lag day,1,positive
1102,classroom window dont close properly,1,negative
1103,library catalog system easy use,1,positive
1104,idli served cold today,1,negative
1105,lecture pace comfortable,1,positive
1106,office staff seemed helpful today,1,positive
1107,portal layout feel slightly crowded,1,neutral
1108,washroom mirror need cleaning,1,negative
1109,found quiet corner study,1,positive
1110,meal tasted average afternoon,1,neutral
1111,faculty provided clear example,1,positive
1112,approval process confusing,1,negative
1113,website work well phone,1,positive
1114,projector brightness low,1,negative
1115,library timing convenient,1,positive
1116,soup tasted really good today,1,positive
1117,assignment deadline reasonable,1,neutral
1118,handled request efficiently,1,positive
1119,login page responded quickly,1,positive
1120,desk rough edge,1,negative
1121,reference section well maintained,1,positive
1122,snack counter felt disorganized,1,negative
1123,revision class cleared doubt,1,positive
1124,office response time decent,1,neutral
1125,portal rarely show error,1,positive
1126,parking area need better lighting,1,neutral
1127,library atmosphere support concentration,1,positive
1128,rice quality felt poor today,1,negative
1129,teacher encouraged participation,1,positive
1130,misplaced submitted form,1,negative
1131,website navigation straightforward,1,positive
1132,water dispenser empty,1,negative
1133,book arrangement make searching easy,1,positive
1134,juice tasted sweet,1,neutral
1135,extra practice session useful,1,positive
1136,staff spoke politely counter,1,positive
1137,portal update timely,1,positive
1138,lab chair feel unstable,1,negative
1139,library staff respond quickly,1,positive
1140,meal portion satisfying,1,positive
1141,class example relatable,1,positive
1142,queue shorter usual,1,positive
1143,website interface feel smooth today,1,positive
1144,restroom smell unpleasant,1,negative
1145,study material easy access,1,positive
1146,tea tasted slightly bitter,1,neutral
1147,weekly quiz improved focus,1,positive
1148,document verification took time,1,negative
1149,portal dashboard informative,1,positive
1150,classroom feel well ventilated,1,positive
1151,library provides enough seating,1,positive
1152,snack option feel repetitive,1,neutral
1153,faculty feedback constructive,1,positive
1154,office closed scheduled time,1,negative
1155,website rarely freeze,1,positive
1156,switch loose,1,negative
1157,reading hall feel spacious,1,positive
1158,food tasted fresh today,1,positive
1159,lesson recap helped revision,1,positive
1160,help desk unavailable,1,negative
1161,portal notification clear,1,positive
1162,ceiling fan make noise,1,negative
1163,library clean organized,1,positive
1164,lunch tasted average overall,1,neutral
1165,course explanation detailed,1,positive
1166,staff processed document quickly,1,positive
1167,website search result accurate,1,positive
1168,floor look slippery near entrance,1,negative
1169,found required journal without issue,1,positive
1170,curry felt salty,1,negative
1171,practice test helpful,1,positive
1172,response office delayed,1,negative
1173,portal run smoothly overall,1,positive
1174,class board need cleaning,1,neutral
1175,library rule clearly mentioned,1,positive
1176,evening snack tasted good,1,positive
1177,teacher explained topic patiently,1,positive
1178,resolved issue properly,1,positive
1179,website login seamless,1,positive
1180,lab equipment feel outdated,1,neutral
1181,library lighting sufficient,1,positive
1182,food slightly oily,1,neutral
1183,assignment improved understanding,1,positive
1184,office counter felt crowded,1,neutral
1185,portal saved change instantly,1,positive
1186,bench feel shaky,1,negative
1187,reading area peaceful,1,positive
1188,tea served fresh,1,positive
1189,faculty interaction motivating,1,positive
1190,delayed approval,1,negative
1191,website speed improved,1,positive
1192,washroom tap leaking,1,negative
1193,library collection diverse,1,positive
1194,meal tasted bland today,1,negative
1195,extra class clarified doubt,1,positive
1196,office staff seemed neutral,1,neutral
1197,portal design feel modern,1,positive
1198,corridor wall need repainting,1,neutral
1199,book return process simple,1,positive
1200,canteen service quick today,1,positive
1201,faculty explained topic real example,1,positive
1202,office staff asked come back later,1,negative
1203,website dashboard feel organized,1,positive
1204,classroom feel stuffy noon,1,neutral
1205,library good collection reference book,1,positive
1206,canteen dosa crispy fresh,1,positive
1207,assignment instruction confusing,1,negative
1208,resolved certificate issue quickly,1,positive
1209,portal took time load today,1,neutral
1210,light working corridor,1,negative
1211,library environment perfect studying,1,positive
1212,meal tasted slightly salty,1,neutral
1213,teacher gave useful feedback project,1,positive
1214,office queue management need improvement,1,negative
1215,website interface easy understand,1,positive
1216,lab computer running slowly,1,negative
1217,found study material without difficulty,1,positive
1218,snack served fresh hot,1,positive
1219,revision session improved clarity,1,positive
1220,help desk response delayed,1,negative
1221,portal work smoothly time,1,positive
1222,washroom cleanliness average,1,neutral
1223,library seating comfortable,1,positive
1224,food portion size felt small today,1,negative
1225,class discussion encouraged participation,1,positive
1226,staff explained procedure patiently,1,positive
1227,website rarely show loading error,1,positive
1228,classroom desk damaged,1,negative
1229,library staff cooperative,1,positive
1230,tea quality decent today,1,neutral
1231,practice assignment helped understanding,1,positive
1232,office closed earlier mentioned,1,negative
1233,portal notification system helpful,1,positive
1234,parking area feel congested,1,neutral
1235,library catalog search accurate,1,positive
1236,lunch tasted good overall,1,positive
1237,faculty cleared doubt effectively,1,positive
1238,document processing took long,1,negative
1239,website performance feel stable,1,positive
1240,classroom ventilation need improvement,1,negative
1241,found previous year question paper easily,1,positive
1242,curry tasted bit bland,1,neutral
1243,extra tutorial session beneficial,1,positive
1244,office staff seemed unresponsive,1,negative
1245,portal saved information correctly,1,positive
1246,lab chair comfortable,1,positive
1247,library noise level low,1,positive
1248,snack counter service slow,1,negative
1249,lesson recap helpful,1,positive
1250,handled query professionally,1,positive
1251,website design feel clean,1,positive
1252,wall visible crack,1,negative
1253,library provides good study resource,1,positive
1254,food tasted average today,1,neutral
1255,teacher provided clear instruction,1,positive
1256,queue moved faster expected,1,positive
1257,portal rarely log unexpectedly,1,positive
1258,restroom maintenance need attention,1,negative
1259,library lighting adequate,1,positive
1260,juice tasted refreshing today,1,positive
1261,weekly test helped improve performance,1,positive
1262,staff misplaced document,1,negative
1263,website search function work accurately,1,positive
1264,floor near stair feel slippery,1,negative
1265,reading area feel organized,1,positive
1266,lunch menu feel repetitive,1,neutral
1267,faculty encouraged interactive learning,1,positive
1268,office process felt smooth today,1,positive
1269,portal update appear time,1,positive
1270,ceiling fan need servicing,1,neutral
1271,library book return system efficient,1,positive
1272,sambar tasted good today,1,positive
1273,assignment feedback detailed,1,positive
1274,help desk unavailable,1,negative
1275,website run fine without glitch,1,positive
1276,classroom switch faulty,1,negative
1277,library peaceful study zone,1,positive
1278,tea slightly cold,1,negative
1279,course material well structured,1,positive
1280,office seemed crowded morning,1,neutral
1281,portal layout feel user friendly,1,positive
1282,water dispenser need refilling often,1,neutral
1283,library staff responded kindly,1,positive
1284,snack tasted stale today,1,negative
1285,extra practice improved understanding,1,positive
1286,processed application quickly,1,positive
1287,website speed satisfactory,1,positive
1288,classroom board need replacement,1,negative
1289,library resource sufficient,1,positive
1290,lunch served hot fresh,1,positive
1291,faculty explained complex topic clearly,1,positive
1292,office response felt slow today,1,negative
1293,portal work consistently well,1,positive
1294,corridor lighting dim evening,1,neutral
1295,library arrangement make book easy find,1,positive
1296,food tasted slightly oily,1,neutral
1297,revision worksheet useful,1,positive
1298,staff resolved issue promptly,1,positive
1299,website rarely crash,1,positive
1300,parking area need better organization,1,neutral
1301,library study room well maintained,1,positive
1302,canteen food felt oily today,1,negative
1303,lecture covered important point,1,positive
1304,office staff attentive query,1,positive
1305,website homepage look clean,1,positive
1306,classroom fan make noise,1,neutral
1307,found required research paper easily,1,positive
1308,tea served lukewarm,1,negative
1309,practice session improved confidence,1,positive
1310,document verification process smooth,1,positive
1311,portal load fine laptop,1,positive
1312,washroom need better ventilation,1,negative
1313,library peaceful exam,1,positive
1314,lunch tasted average today,1,neutral
1315,teacher explained doubt patiently,1,positive
1316,office response slower expected,1,negative
1317,website navigation feel intuitive,1,positive
1318,desk scratch,1,neutral
1319,library collection updated regularly,1,positive
1320,snack counter service quick,1,positive
1321,assignment helped revise concept,1,positive
1322,staff misplaced request slip,1,negative
1323,portal rarely show login error,1,positive
1324,classroom lighting feel dull,1,negative
1325,library staff assisted politely,1,positive
1326,food portion size decent,1,neutral
1327,faculty gave practical example,1,positive
1328,office queue manageable today,1,neutral
1329,website performance feel stable,1,positive
1330,lab computer need updating,1,negative
1331,reading area comfortable,1,positive
1332,curry tasted fresh today,1,positive
1333,class discussion interactive,1,positive
1334,delayed form approval,1,negative
1335,portal design feel modern,1,positive
1336,water cooler empty afternoon,1,negative
1337,library rule clearly displayed,1,positive
1338,juice tasted slightly sour,1,negative
1339,extra tutorial helpful,1,positive
1340,office staff handled request properly,1,positive
1341,website save progress automatically,1,positive
1342,parking space feel limited,1,neutral
1343,library seating sufficient,1,positive
1344,meal tasted good today,1,positive
1345,teacher clarified complex topic well,1,positive
1346,document processing confusing,1,negative
1347,portal rarely crash,1,positive
1348,corridor light working,1,negative
1349,library environment support concentration,1,positive
1350,snack option limited today,1,neutral
1351,weekly test improved understanding,1,positive
1352,staff responded calmly concern,1,positive
1353,website layout feel organized,1,positive
1354,classroom ventilation could improve,1,neutral
1355,found reference material quickly,1,positive
1356,rice undercooked today,1,negative
1357,faculty interaction encouraging,1,positive
1358,office seemed overcrowded,1,neutral
1359,portal search result accurate,1,positive
1360,restroom floor slippery,1,negative
1361,library clean quiet,1,positive
1362,lunch menu felt repetitive,1,neutral
1363,assignment feedback constructive,1,positive
1364,processed request quickly,1,positive
1365,website work smoothly overall,1,positive
1366,lab chair feel uncomfortable,1,negative
1367,library book issue process fast,1,positive
1368,tea tasted good today,1,positive
1369,practice problem improved clarity,1,positive
1370,office response time long,1,negative
1371,portal keep data secure,1,positive
1372,classroom board faded,1,neutral
1373,library lighting bright enough,1,positive
1374,snack tasted stale evening,1,negative
1375,extra revision class useful,1,positive
1376,staff provided clear instruction,1,positive
1377,website dashboard informative,1,positive
1378,ceiling fan need maintenance,1,neutral
1379,library atmosphere feel calm,1,positive
1380,food served hot today,1,positive
1381,teacher addressed doubt clearly,1,positive
1382,office closed time,1,negative
1383,portal speed improved recently,1,positive
1384,water tap leaking near entrance,1,negative
1385,library resource sufficient exam,1,positive
1386,juice tasted refreshing,1,positive
1387,class note easy follow,1,positive
1388,queue moved slowly counter,1,negative
1389,website interface feel user friendly,1,positive
1390,parking area need better marking,1,neutral
1391,library study zone well arranged,1,positive
1392,curry tasted average today,1,neutral
1393,faculty explained topic clearly,1,positive
1394,delayed certificate issue,1,negative
1395,portal work fine mobile,1,positive
1396,bench feel unstable,1,negative
1397,library staff cooperative,1,positive
1398,lunch combo satisfying,1,positive
1399,revision exercise improved confidence,1,positive
1400,office handled document efficiently,1,positive
1401,website load quickly even peak hour,1,positive
1402,classroom feel warm afternoon,1,neutral
1403,library enough copy main textbook,1,positive
1404,canteen chapati hard today,1,negative
1405,lecture structured well,1,positive
1406,office staff clarified doubt patiently,1,positive
1407,portal design feel slightly outdated,1,neutral
1408,light flickering hallway,1,negative
1409,library reading area comfortable,1,positive
1410,snack tasted fresh evening,1,positive
1411,assignment helped understand topic better,1,positive
1412,document approval took longer expected,1,negative
1413,website search option work efficiently,1,positive
1414,washroom cleanliness average today,1,neutral
1415,library staff friendly helpful,1,positive
1416,rice tasted slightly stale,1,negative
1417,faculty encouraged interactive discussion,1,positive
1418,office counter crowded,1,neutral
1419,portal save change without error,1,positive
1420,lab equipment need servicing,1,negative
1421,found reference book without difficulty,1,positive
1422,tea tasted good fresh,1,positive
1423,revision worksheet useful,1,positive
1424,misplaced submitted document,1,negative
1425,website layout feel simple navigate,1,positive
1426,parking area feel cramped morning hour,1,neutral
1427,library quiet study hour,1,positive
1428,food portion size smaller usual,1,negative
1429,teacher explained example clearly,1,positive
1430,office processed application smoothly,1,positive
1431,portal rarely log unexpectedly,1,positive
1432,classroom desk feel shaky,1,negative
1433,library arrangement make book easy find,1,positive
1434,juice tasted refreshing today,1,positive
1435,weekly test improved performance,1,positive
1436,staff responded late query,1,negative
1437,website performance improved recently,1,positive
1438,restroom floor wet morning,1,negative
1439,library study table spacious,1,positive
1440,snack counter service average,1,neutral
1441,class discussion engaging,1,positive
1442,office staff seemed stressed today,1,neutral
1443,portal dashboard display information clearly,1,positive
1444,corridor lighting need improvement,1,neutral
1445,library provides peaceful environment,1,positive
1446,meal tasted good overall,1,positive
1447,faculty cleared doubt effectively,1,positive
1448,approval process felt confusing,1,negative
1449,website work smoothly mobile device,1,positive
1450,water cooler working properly,1,negative
1451,library collection well maintained,1,positive
1452,tea slightly cold today,1,negative
1453,extra tutorial clarified difficult topic,1,positive
1454,office queue moved faster usual,1,positive
1455,portal interface feel clean modern,1,positive
1456,switch functioning,1,negative
1457,library noise level minimal,1,positive
1458,lunch menu felt repetitive week,1,neutral
1459,teacher provided constructive feedback,1,positive
1460,delayed issuing id card,1,negative
1461,website login seamless today,1,positive
1462,classroom ventilation sufficient,1,positive
1463,found required journal easily,1,positive
1464,snack tasted slightly oily,1,neutral
1465,practice session improved clarity,1,positive
1466,office staff handled request professionally,1,positive
1467,portal update timely,1,positive
1468,lab chair need repair,1,negative
1469,library rule clearly displayed,1,positive
1470,curry tasted average today,1,neutral
1471,assignment improved understanding,1,positive
1472,office response time slow,1,negative
1473,website navigation feel intuitive,1,positive
1474,parking area need better organization,1,neutral
1475,library seating comfortable,1,positive
1476,evening snack fresh,1,positive
1477,faculty explained complex topic clearly,1,positive
1478,misplaced application copy,1,negative
1479,portal search result accurate,1,positive
1480,classroom board faded,1,neutral
1481,library environment support concentration,1,positive
1482,food served hot today,1,positive
1483,revision session helpful,1,positive
1484,office closed earlier expected,1,negative
1485,website rarely crash,1,positive
1486,water tap leaking near lab,1,negative
1487,library staff guided properly,1,positive
1488,tea tasted bland morning,1,negative
1489,weekly quiz boosted confidence,1,positive
1490,staff resolved issue promptly,1,positive
1491,portal keep profile updated correctly,1,positive
1492,bench need replacement,1,neutral
1493,library lighting bright clear,1,positive
1494,lunch combo satisfying today,1,positive
1495,teacher encouraged active participation,1,positive
1496,document verification delayed,1,negative
1497,website design feel user friendly,1,positive
1498,restroom maintenance need attention,1,negative
1499,library atmosphere feel calm evening,1,positive
1500,canteen service quick today,1,positive
1501,academic session today engaging,1,positive
1502,office staff took long respond,1,negative
1503,website dashboard feel smooth use,1,positive
1504,classroom chair slightly uncomfortable,1,neutral
1505,library updated edition available,1,positive
1506,canteen noodle undercooked,1,negative
1507,faculty explained topic step step,1,positive
1508,administration handled request efficiently,1,positive
1509,portal load quickly device,1,positive
1510,washroom area need better cleaning,1,negative
1511,library reading space feel calm,1,positive
1512,tea tasted average today,1,neutral
1513,assignment improved understanding,1,positive
1514,misplaced submitted form,1,negative
1515,website navigation clear simple,1,positive
1516,lab computer outdated,1,negative
1517,found required book without delay,1,positive
1518,lunch served fresh hot,1,positive
1519,revision class clarified doubt,1,positive
1520,office queue manageable today,1,neutral
1521,portal search work accurately,1,positive
1522,corridor light dim,1,neutral
1523,library staff cooperative,1,positive
1524,food portion felt small today,1,negative
1525,teacher encouraged interactive learning,1,positive
1526,administration process felt smooth,1,positive
1527,website rarely show error,1,positive
1528,water cooler empty afternoon,1,negative
1529,library seating arrangement good,1,positive
1530,snack option felt limited,1,neutral
1531,practice worksheet helpful,1,positive
1532,staff delayed issuing certificate,1,negative
1533,portal performance stable,1,positive
1534,parking area feel congested,1,neutral
1535,library environment support focus,1,positive
1536,juice tasted slightly sour,1,negative
1537,faculty gave clear explanation,1,positive
1538,office counter seemed overcrowded,1,neutral
1539,website design look modern,1,positive
1540,restroom floor wet,1,negative
1541,library collection diverse,1,positive
1542,meal tasted good overall,1,positive
1543,weekly test improved confidence,1,positive
1544,responded late query,1,negative
1545,portal update appear time,1,positive
1546,classroom board need replacement,1,negative
1547,library noise level minimal,1,positive
1548,tea slightly cold today,1,negative
1549,assignment feedback constructive,1,positive
1550,office handled document properly,1,positive
1551,website work smoothly mobile,1,positive
1552,ceiling fan make noise class,1,neutral
1553,library study table spacious,1,positive
1554,lunch menu felt repetitive week,1,neutral
1555,teacher clarified difficult concept,1,positive
1556,document approval delayed,1,negative
1557,portal layout feel organized,1,positive
1558,lab chair need maintenance,1,negative
1559,library staff guided kindly,1,positive
1560,curry tasted fresh today,1,positive
1561,extra tutorial helped revision,1,positive
1562,office seemed understaffed,1,neutral
1563,website search bar work quickly,1,positive
1564,water tap leaking near washroom,1,negative
1565,library lighting bright enough,1,positive
1566,snack counter service slow,1,negative
1567,class discussion productive,1,positive
1568,processed application quickly,1,positive
1569,portal rarely log unexpectedly,1,positive
1570,classroom ventilation could improve,1,neutral
1571,library book return process simple,1,positive
1572,food tasted slightly bland today,1,neutral
1573,faculty interaction motivating,1,positive
1574,office closed working hour ended,1,negative
1575,website speed improved recently,1,positive
1576,desk feel unstable,1,negative
1577,library resource sufficient exam,1,positive
1578,lunch combo satisfying,1,positive
1579,practice problem improved clarity,1,positive
1580,queue moved slowly counter,1,negative
1581,portal interface feel user friendly,1,positive
1582,parking area need better marking,1,neutral
1583,library atmosphere feel peaceful,1,positive
1584,juice tasted refreshing today,1,positive
1585,teacher provided useful example,1,positive
1586,misplaced request slip,1,negative
1587,website run without glitch,1,positive
1588,restroom cleanliness average,1,neutral
1589,library arrangement make book easy find,1,positive
1590,tea quality decent today,1,neutral
1591,revision session beneficial,1,positive
1592,office response felt slow,1,negative
1593,portal dashboard display data clearly,1,positive
1594,corridor lighting need attention,1,neutral
1595,library seating feel comfortable,1,positive
1596,food served hot fresh,1,positive
1597,faculty cleared doubt effectively,1,positive
1598,document verification process confusing,1,negative
1599,website login seamless today,1,positive
1600,water cooler functioning properly,1,positive
1601,library study environment feel comfortable,1,positive
1602,canteen food salty today,1,negative
1603,lecture slightly rushed,1,neutral
1604,office staff guided clearly,1,positive
1605,website load quickly without error,1,positive
1606,classroom light working,1,negative
1607,library enough seating space,1,positive
1608,tea tasted fresh morning,1,positive
1609,assignment helped practice well,1,positive
1610,document approval took longer usual,1,negative
1611,portal interface feel smooth,1,positive
1612,washroom cleanliness need improvement,1,negative
1613,found reference material easily,1,positive
1614,snack counter service average,1,neutral
1615,faculty explained concept patiently,1,positive
1616,office seemed overcrowded today,1,neutral
1617,website search option work efficiently,1,positive
1618,parking space feel limited morning,1,neutral
1619,library staff supportive,1,positive
1620,lunch tasted slightly bland,1,neutral
1621,class discussion improved understanding,1,positive
1622,misplaced submitted document,1,negative
1623,portal dashboard easy navigate,1,positive
1624,desk feel unstable,1,negative
1625,library lighting sufficient studying,1,positive
1626,curry tasted good today,1,positive
1627,revision class clarified doubt,1,positive
1628,office processed form quickly,1,positive
1629,website performance improved,1,positive
1630,lab computer run slowly,1,negative
1631,library environment calm quiet,1,positive
1632,food portion size felt small,1,negative
1633,teacher encouraged active participation,1,positive
1634,queue moved slowly office counter,1,negative
1635,portal rarely crash,1,positive
1636,restroom floor wet today,1,negative
1637,library arrangement make book easy find,1,positive
1638,juice tasted refreshing,1,positive
1639,weekly quiz boosted confidence,1,positive
1640,office response time acceptable,1,neutral
1641,website design feel modern,1,positive
1642,corridor light dim,1,neutral
1643,library provides updated edition,1,positive
1644,snack tasted slightly stale,1,negative
1645,practice worksheet helpful,1,positive
1646,delayed issuing certificate,1,negative
1647,portal save data correctly,1,positive
1648,water cooler empty afternoon,1,negative
1649,library study table spacious,1,positive
1650,lunch menu felt repetitive,1,neutral
1651,faculty gave clear explanation,1,positive
1652,office staff handled request professionally,1,positive
1653,website login seamless,1,positive
1654,ceiling fan make noise class,1,neutral
1655,library noise level minimal,1,positive
1656,tea served cold today,1,negative
1657,extra tutorial improved clarity,1,positive
1658,office seemed understaffed,1,neutral
1659,portal search result accurate,1,positive
1660,classroom ventilation need improvement,1,negative
1661,library staff guided kindly,1,positive
1662,food tasted good overall,1,positive
1663,assignment easy follow,1,positive
1664,document verification delayed,1,negative
1665,website run smoothly mobile,1,positive
1666,bench need replacement,1,neutral
1667,library collection diverse,1,positive
1668,snack counter felt crowded,1,neutral
1669,teacher clarified complex topic well,1,positive
1670,responded late email,1,negative
1671,portal layout feel organized,1,positive
1672,lab chair feel uncomfortable,1,negative
1673,library reading area feel peaceful,1,positive
1674,lunch combo satisfying,1,positive
1675,revision exercise improved understanding,1,positive
1676,office closed earlier scheduled,1,negative
1677,website speed satisfactory,1,positive
1678,water tap leaking near washroom,1,negative
1679,library rule clearly displayed,1,positive
1680,tea tasted average today,1,neutral
1681,faculty interaction motivating,1,positive
1682,queue counter manageable,1,neutral
1683,portal update timely,1,positive
1684,classroom board faded,1,neutral
1685,library resource sufficient exam,1,positive
1686,juice tasted slightly sour,1,negative
1687,practice test useful,1,positive
1688,office handled document efficiently,1,positive
1689,website rarely log unexpectedly,1,positive
1690,parking area need better organization,1,neutral
1691,library atmosphere support concentration,1,positive
1692,food oily today,1,negative
1693,teacher provided constructive feedback,1,positive
1694,approval process felt confusing,1,negative
1695,portal interface feel user friendly,1,positive
1696,restroom cleanliness average,1,negative
1697,library book return process efficient,1,positive
1698,evening snack tasted good,1,positive
1699,extra practice session improved confidence,1,positive
1700,office staff polite helpful,1,positive
1701,website load page without delay,1,positive
1702,classroom projector working,1,negative
1703,library seating arrangement comfortable,1,positive
1704,breakfast tasted fresh warm,1,positive
1705,faculty cleared doubt effectively,1,positive
1706,office response slightly delayed,1,neutral
1707,portal notification clear timely,1,positive
1708,classroom window broken,1,negative
1709,library digital resource helpful,1,positive
1710,snack quality felt average today,1,neutral
1711,assignment encouraged critical thinking,1,positive
1712,staff misplaced id application,1,negative
1713,website interface visually appealing,1,positive
1714,air conditioning functioning properly,1,negative
1715,library catalog system work efficiently,1,positive
1716,lunch well prepared tasty,1,positive
1717,teacher provided useful example,1,positive
1718,office staff answered query politely,1,positive
1719,portal login process quick,1,positive
1720,classroom chair damaged,1,negative
1721,library atmosphere feel welcoming,1,positive
1722,tea slightly sweet,1,neutral
1723,practical session informative,1,positive
1724,administrative procedure felt complicated,1,negative
1725,website rarely show error message,1,positive
1726,water supply interrupted briefly,1,neutral
1727,library staff maintain discipline well,1,positive
1728,food service quick today,1,positive
1729,course material well structured,1,positive
1730,office took time verify record,1,neutral
1731,portal design feel intuitive,1,positive
1732,lab equipment need maintenance,1,negative
1733,library study room well maintained,1,positive
